,Suburb,Type,Price,Method,SellerG,Date,Distance,Postcode,Regionname,Propertycount,Year,Month,Quarter,Year_Quarter
7930,Templestowe Lower,h,1065000,S,Ray,2016-12-10,13.8,3107.0,Eastern Metropolitan,5420.0,2016,12,4,2016-Q4
7931,Templestowe Lower,h,1120000,PI,Barry,2016-12-10,13.8,3107.0,Eastern Metropolitan,5420.0,2016,12,4,2016-Q4
7932,Templestowe Lower,t,692000,S,Philip,2017-02-11,13.8,3107.0,Eastern Metropolitan,5420.0,2017,2,1,2017-Q1
7933,Templestowe Lower,h,1710000,S,Barry,2017-03-11,13.8,3107.0,Eastern Metropolitan,5420.0,2017,3,1,2017-Q1
7934,Templestowe Lower,h,1280000,PI,Jellis,2016-11-12,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7935,Templestowe Lower,h,750000,PI,hockingstuart,2016-11-12,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7936,Templestowe Lower,h,982000,S,Fletchers,2016-08-13,13.8,3107.0,Eastern Metropolitan,5420.0,2016,8,3,2016-Q3
7937,Templestowe Lower,h,958000,S,Barry,2016-08-13,13.8,3107.0,Eastern Metropolitan,5420.0,2016,8,3,2016-Q3
7938,Templestowe Lower,h,1000000,VB,hockingstuart,2016-08-13,13.8,3107.0,Eastern Metropolitan,5420.0,2016,8,3,2016-Q3
7939,Templestowe Lower,t,678000,S,Barry,2016-10-15,13.8,3107.0,Eastern Metropolitan,5420.0,2016,10,4,2016-Q4
7940,Templestowe Lower,h,1210000,S,Ray,2016-04-16,13.8,3107.0,Eastern Metropolitan,5420.0,2016,4,2,2016-Q2
7941,Templestowe Lower,h,1010000,S,Barry,2016-04-16,13.8,3107.0,Eastern Metropolitan,5420.0,2016,4,2,2016-Q2
7942,Templestowe Lower,h,1000000,PI,Jellis,2016-07-16,13.8,3107.0,Eastern Metropolitan,5420.0,2016,7,3,2016-Q3
7943,Templestowe Lower,h,905000,S,Barry,2016-09-17,13.8,3107.0,Eastern Metropolitan,5420.0,2016,9,3,2016-Q3
7944,Templestowe Lower,h,1325000,S,Fletchers,2016-09-17,13.8,3107.0,Eastern Metropolitan,5420.0,2016,9,3,2016-Q3
7945,Templestowe Lower,h,1180000,S,Jellis,2017-03-18,13.8,3107.0,Eastern Metropolitan,5420.0,2017,3,1,2017-Q1
7946,Templestowe Lower,u,888000,S,Philip,2017-03-18,13.8,3107.0,Eastern Metropolitan,5420.0,2017,3,1,2017-Q1
7947,Templestowe Lower,h,1210000,PI,Barry,2017-03-18,13.8,3107.0,Eastern Metropolitan,5420.0,2017,3,1,2017-Q1
7948,Templestowe Lower,t,766000,S,Barry,2017-03-18,13.8,3107.0,Eastern Metropolitan,5420.0,2017,3,1,2017-Q1
7949,Templestowe Lower,h,982000,S,Barry,2016-06-18,13.8,3107.0,Eastern Metropolitan,5420.0,2016,6,2,2016-Q2
7950,Templestowe Lower,h,945000,PI,Jellis,2016-06-18,13.8,3107.0,Eastern Metropolitan,5420.0,2016,6,2,2016-Q2
7951,Templestowe Lower,u,725000,S,Barry,2016-06-18,13.8,3107.0,Eastern Metropolitan,5420.0,2016,6,2,2016-Q2
7952,Templestowe Lower,h,975000,S,Fletchers,2016-11-19,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7953,Templestowe Lower,h,1211000,S,Philip,2016-11-19,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7954,Templestowe Lower,h,1500500,SP,Parkes,2016-11-19,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7955,Templestowe Lower,h,1100000,PI,Barry,2016-11-19,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7956,Templestowe Lower,h,1155000,S,Barry,2016-05-22,13.8,3107.0,Eastern Metropolitan,5420.0,2016,5,2,2016-Q2
7957,Templestowe Lower,h,890000,S,Barry,2016-05-22,13.8,3107.0,Eastern Metropolitan,5420.0,2016,5,2,2016-Q2
7958,Templestowe Lower,h,920000,PI,Barry,2016-08-22,13.8,3107.0,Eastern Metropolitan,5420.0,2016,8,3,2016-Q3
7959,Templestowe Lower,h,1100000,PI,hockingstuart,2016-08-22,13.8,3107.0,Eastern Metropolitan,5420.0,2016,8,3,2016-Q3
7960,Templestowe Lower,h,940000,S,Jellis,2016-04-23,13.8,3107.0,Eastern Metropolitan,5420.0,2016,4,2,2016-Q2
7961,Templestowe Lower,h,1053000,S,Ray,2016-09-24,13.8,3107.0,Eastern Metropolitan,5420.0,2016,9,3,2016-Q3
7962,Templestowe Lower,u,725000,SP,Ray,2016-09-24,13.8,3107.0,Eastern Metropolitan,5420.0,2016,9,3,2016-Q3
7963,Templestowe Lower,h,1002000,S,Barry,2016-09-24,13.8,3107.0,Eastern Metropolitan,5420.0,2016,9,3,2016-Q3
7964,Templestowe Lower,h,850000,S,Lindellas,2017-02-25,13.8,3107.0,Eastern Metropolitan,5420.0,2017,2,1,2017-Q1
7965,Templestowe Lower,u,755000,S,Barry,2017-02-25,13.8,3107.0,Eastern Metropolitan,5420.0,2017,2,1,2017-Q1
7966,Templestowe Lower,h,1050000,S,Barry,2017-02-25,13.8,3107.0,Eastern Metropolitan,5420.0,2017,2,1,2017-Q1
7967,Templestowe Lower,h,1100000,VB,Lindellas,2017-02-25,13.8,3107.0,Eastern Metropolitan,5420.0,2017,2,1,2017-Q1
7968,Templestowe Lower,h,1209000,S,Barry,2016-07-26,13.8,3107.0,Eastern Metropolitan,5420.0,2016,7,3,2016-Q3
7969,Templestowe Lower,h,2080000,S,Barry,2016-07-26,13.8,3107.0,Eastern Metropolitan,5420.0,2016,7,3,2016-Q3
7970,Templestowe Lower,h,1175000,PI,Barry,2016-06-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,6,2,2016-Q2
7971,Templestowe Lower,h,1050000,SP,Philip,2016-06-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,6,2,2016-Q2
7972,Templestowe Lower,h,1118000,S,Philip,2016-06-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,6,2,2016-Q2
7973,Templestowe Lower,h,1070000,PI,Jellis,2016-06-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,6,2,2016-Q2
7974,Templestowe Lower,h,903000,S,Barry,2016-06-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,6,2,2016-Q2
7975,Templestowe Lower,h,1220000,SP,Jellis,2016-11-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7976,Templestowe Lower,h,1222000,S,Fletchers,2016-11-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7977,Templestowe Lower,h,1097500,S,Barry,2016-11-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7978,Templestowe Lower,h,2025000,S,Jellis,2016-11-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7979,Templestowe Lower,u,755000,S,Fletchers,2016-11-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7980,Templestowe Lower,h,1505000,S,hockingstuart,2016-11-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7981,Templestowe Lower,h,1650000,PI,Jellis,2016-11-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7982,Templestowe Lower,h,1182500,S,Barry,2016-11-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7983,Templestowe Lower,h,1020000,S,Barry,2016-11-27,13.8,3107.0,Eastern Metropolitan,5420.0,2016,11,4,2016-Q4
7984,Templestowe Lower,h,970000,PI,Barry,2016-05-28,13.8,3107.0,Eastern Metropolitan,5420.0,2016,5,2,2016-Q2
7985,Templestowe Lower,h,838000,S,Barry,2016-05-28,13.8,3107.0,Eastern Metropolitan,5420.0,2016,5,2,2016-Q2
7986,Templestowe Lower,h,650000,VB,RT,2016-05-28,13.8,3107.0,Eastern Metropolitan,5420.0,2016,5,2,2016-Q2
7987,Templestowe Lower,h,870000,PI,Barry,2016-05-28,13.8,3107.0,Eastern Metropolitan,5420.0,2016,5,2,2016-Q2
7988,Templestowe Lower,h,1150000,PI,Barry,2016-05-28,13.8,3107.0,Eastern Metropolitan,5420.0,2016,5,2,2016-Q2
7989,Templestowe Lower,h,1509000,S,Barry,2016-05-28,13.8,3107.0,Eastern Metropolitan,5420.0,2016,5,2,2016-Q2
7990,Templestowe Lower,h,1363000,S,Jellis,2016-08-28,13.8,3107.0,Eastern Metropolitan,5420.0,2016,8,3,2016-Q3
7991,Templestowe Lower,h,1309000,S,Barry,2016-08-28,13.8,3107.0,Eastern Metropolitan,5420.0,2016,8,3,2016-Q3
7992,Templestowe Lower,h,1358500,S,Barry,2016-08-28,13.8,3107.0,Eastern Metropolitan,5420.0,2016,8,3,2016-Q3
7993,Templestowe Lower,h,870000,PI,Barry,2016-07-30,13.8,3107.0,Eastern Metropolitan,5420.0,2016,7,3,2016-Q3
7994,Thornbury,u,510000,VB,Jellis,2016-09-03,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
7995,Thornbury,u,470000,S,Jellis,2016-12-03,6.5,3071.0,Northern Metropolitan,8870.0,2016,12,4,2016-Q4
7996,Thornbury,h,1470000,S,McGrath,2016-12-03,6.5,3071.0,Northern Metropolitan,8870.0,2016,12,4,2016-Q4
7997,Thornbury,u,435000,PI,Harcourts,2016-12-03,6.5,3071.0,Northern Metropolitan,8870.0,2016,12,4,2016-Q4
7998,Thornbury,u,517500,S,Harcourts,2016-12-03,6.5,3071.0,Northern Metropolitan,8870.0,2016,12,4,2016-Q4
7999,Thornbury,u,370000,VB,Jellis,2016-12-03,6.5,3071.0,Northern Metropolitan,8870.0,2016,12,4,2016-Q4
8000,Thornbury,u,520000,S,Barry,2016-12-03,6.5,3071.0,Northern Metropolitan,8870.0,2016,12,4,2016-Q4
8001,Thornbury,t,805000,S,Nelson,2016-02-04,6.5,3071.0,Northern Metropolitan,8870.0,2016,2,1,2016-Q1
8002,Thornbury,h,1645000,S,Nelson,2016-02-04,6.5,3071.0,Northern Metropolitan,8870.0,2016,2,1,2016-Q1
8003,Thornbury,t,630000,PI,Ray,2017-03-04,6.5,3071.0,Northern Metropolitan,8870.0,2017,3,1,2017-Q1
8004,Thornbury,h,1428888,SP,Miles,2017-03-04,6.5,3071.0,Northern Metropolitan,8870.0,2017,3,1,2017-Q1
8005,Thornbury,h,940000,S,Nelson,2016-05-07,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8006,Thornbury,u,270000,PI,Nelson,2016-11-07,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8007,Thornbury,t,865000,PI,Love,2016-11-07,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8008,Thornbury,h,700000,PI,McGrath,2016-11-07,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8009,Thornbury,t,910000,S,Love,2016-11-07,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8010,Thornbury,u,491000,S,Nelson,2016-11-07,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8011,Thornbury,u,532000,S,Love,2016-10-08,6.5,3071.0,Northern Metropolitan,8870.0,2016,10,4,2016-Q4
8012,Thornbury,h,1135000,S,Nelson,2016-10-08,6.5,3071.0,Northern Metropolitan,8870.0,2016,10,4,2016-Q4
8013,Thornbury,u,260000,VB,Fletchers,2016-09-10,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8014,Thornbury,u,505000,SP,McGrath,2016-09-10,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8015,Thornbury,h,1010000,S,Love,2016-09-10,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8016,Thornbury,u,365000,S,McGrath,2016-12-10,6.5,3071.0,Northern Metropolitan,8870.0,2016,12,4,2016-Q4
8017,Thornbury,h,1430000,S,Nelson,2017-02-11,6.5,3071.0,Northern Metropolitan,8870.0,2017,2,1,2017-Q1
8018,Thornbury,u,525500,S,Nelson,2017-02-11,6.5,3071.0,Northern Metropolitan,8870.0,2017,2,1,2017-Q1
8019,Thornbury,h,1210000,PI,Nelson,2016-06-12,6.5,3071.0,Northern Metropolitan,8870.0,2016,6,2,2016-Q2
8020,Thornbury,h,944000,SP,Barry,2016-06-12,6.5,3071.0,Northern Metropolitan,8870.0,2016,6,2,2016-Q2
8021,Thornbury,h,970000,S,Barry,2016-06-12,6.5,3071.0,Northern Metropolitan,8870.0,2016,6,2,2016-Q2
8022,Thornbury,h,887000,S,Love,2016-11-12,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8023,Thornbury,h,1265000,S,Woodards,2016-11-12,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8024,Thornbury,u,277500,PI,hockingstuart,2016-11-12,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8025,Thornbury,h,701000,S,Stockdale,2016-08-13,6.5,3071.0,Northern Metropolitan,8870.0,2016,8,3,2016-Q3
8026,Thornbury,h,740000,S,Harcourts,2016-05-14,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8027,Thornbury,h,1110000,SP,Barry,2016-05-14,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8028,Thornbury,h,2040000,S,Barry,2016-05-14,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8029,Thornbury,h,795000,S,Love,2016-05-14,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8030,Thornbury,h,720000,PI,Love,2016-05-14,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8031,Thornbury,u,332000,SP,Harcourts,2016-05-14,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8032,Thornbury,h,1200000,S,Nelson,2016-10-15,6.5,3071.0,Northern Metropolitan,8870.0,2016,10,4,2016-Q4
8033,Thornbury,h,1265000,S,Jellis,2016-10-15,6.5,3071.0,Northern Metropolitan,8870.0,2016,10,4,2016-Q4
8034,Thornbury,h,1085000,S,Nelson,2016-10-15,6.5,3071.0,Northern Metropolitan,8870.0,2016,10,4,2016-Q4
8035,Thornbury,h,898000,S,hockingstuart,2016-04-16,6.5,3071.0,Northern Metropolitan,8870.0,2016,4,2,2016-Q2
8036,Thornbury,h,1235000,S,Jellis,2016-04-16,6.5,3071.0,Northern Metropolitan,8870.0,2016,4,2,2016-Q2
8037,Thornbury,t,910500,SP,hockingstuart,2016-04-16,6.5,3071.0,Northern Metropolitan,8870.0,2016,4,2,2016-Q2
8038,Thornbury,h,995000,S,Jellis,2016-04-16,6.5,3071.0,Northern Metropolitan,8870.0,2016,4,2,2016-Q2
8039,Thornbury,h,760000,S,Nelson,2016-04-16,6.5,3071.0,Northern Metropolitan,8870.0,2016,4,2,2016-Q2
8040,Thornbury,u,505000,S,Jellis,2016-04-16,6.5,3071.0,Northern Metropolitan,8870.0,2016,4,2,2016-Q2
8041,Thornbury,h,1400000,SP,Jellis,2016-09-17,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8042,Thornbury,h,1200000,S,Nelson,2016-09-17,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8043,Thornbury,h,920000,S,Nelson,2016-09-17,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8044,Thornbury,h,1110000,S,Nelson,2016-09-17,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8045,Thornbury,h,1200000,VB,Nelson,2016-09-17,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8046,Thornbury,u,560000,S,Nelson,2016-09-17,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8047,Thornbury,u,646000,S,Love,2016-09-17,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8048,Thornbury,u,450000,S,McGrath,2017-03-18,6.5,3071.0,Northern Metropolitan,8870.0,2017,3,1,2017-Q1
8049,Thornbury,h,1190000,S,McGrath,2017-03-18,6.5,3071.0,Northern Metropolitan,8870.0,2017,3,1,2017-Q1
8050,Thornbury,h,1020000,S,Nelson,2017-03-18,6.5,3071.0,Northern Metropolitan,8870.0,2017,3,1,2017-Q1
8051,Thornbury,h,1245000,S,hockingstuart,2017-03-18,6.5,3071.0,Northern Metropolitan,8870.0,2017,3,1,2017-Q1
8052,Thornbury,u,350000,PI,Brace,2016-06-18,6.5,3071.0,Northern Metropolitan,8870.0,2016,6,2,2016-Q2
8053,Thornbury,h,1065000,S,Thomas,2016-06-18,6.5,3071.0,Northern Metropolitan,8870.0,2016,6,2,2016-Q2
8054,Thornbury,u,571750,SP,hockingstuart,2016-06-18,6.5,3071.0,Northern Metropolitan,8870.0,2016,6,2,2016-Q2
8055,Thornbury,h,874000,S,Love,2016-11-19,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8056,Thornbury,h,1427000,S,Nelson,2016-11-19,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8057,Thornbury,u,295000,S,LITTLE,2016-11-19,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8058,Thornbury,u,383000,S,Love,2016-11-19,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8059,Thornbury,h,1164000,S,Jellis,2016-11-19,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8060,Thornbury,u,315000,S,Harcourts,2016-11-19,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8061,Thornbury,u,422000,SP,Harcourts,2016-11-19,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8062,Thornbury,u,245000,VB,Love,2016-05-22,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8063,Thornbury,h,1290000,SP,Barry,2016-05-22,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8064,Thornbury,u,605000,S,Barry,2016-05-22,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8065,Thornbury,u,501000,S,Harcourts,2016-05-22,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8066,Thornbury,u,450000,PI,Nelson,2016-08-22,6.5,3071.0,Northern Metropolitan,8870.0,2016,8,3,2016-Q3
8067,Thornbury,h,900000,S,Nelson,2016-08-22,6.5,3071.0,Northern Metropolitan,8870.0,2016,8,3,2016-Q3
8068,Thornbury,h,1620000,S,Nelson,2016-08-22,6.5,3071.0,Northern Metropolitan,8870.0,2016,8,3,2016-Q3
8069,Thornbury,u,438000,SP,Love,2016-08-22,6.5,3071.0,Northern Metropolitan,8870.0,2016,8,3,2016-Q3
8070,Thornbury,h,1143000,S,Ray,2016-08-22,6.5,3071.0,Northern Metropolitan,8870.0,2016,8,3,2016-Q3
8071,Thornbury,u,360000,PI,Nelson,2016-08-22,6.5,3071.0,Northern Metropolitan,8870.0,2016,8,3,2016-Q3
8072,Thornbury,h,925000,S,Holland,2016-09-24,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8073,Thornbury,h,1250000,VB,Nelson,2016-09-24,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8074,Thornbury,t,1070000,S,Jellis,2016-09-24,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8075,Thornbury,u,371000,S,Brace,2016-09-24,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8076,Thornbury,h,1570000,SP,McGrath,2016-09-24,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8077,Thornbury,u,486000,S,Nelson,2016-09-24,6.5,3071.0,Northern Metropolitan,8870.0,2016,9,3,2016-Q3
8078,Thornbury,t,1100000,VB,Jellis,2017-02-25,6.5,3071.0,Northern Metropolitan,8870.0,2017,2,1,2017-Q1
8079,Thornbury,h,1211000,S,hockingstuart,2017-02-25,6.5,3071.0,Northern Metropolitan,8870.0,2017,2,1,2017-Q1
8080,Thornbury,u,466000,S,Woodards,2017-02-25,6.5,3071.0,Northern Metropolitan,8870.0,2017,2,1,2017-Q1
8081,Thornbury,h,1280000,S,Jellis,2017-02-25,6.5,3071.0,Northern Metropolitan,8870.0,2017,2,1,2017-Q1
8082,Thornbury,h,1478000,SP,Jellis,2017-02-25,6.5,3071.0,Northern Metropolitan,8870.0,2017,2,1,2017-Q1
8083,Thornbury,u,490000,S,Jellis,2017-02-25,6.5,3071.0,Northern Metropolitan,8870.0,2017,2,1,2017-Q1
8084,Thornbury,h,1280000,SP,McGrath,2017-02-25,6.5,3071.0,Northern Metropolitan,8870.0,2017,2,1,2017-Q1
8085,Thornbury,h,1913000,S,McGrath,2017-02-25,6.5,3071.0,Northern Metropolitan,8870.0,2017,2,1,2017-Q1
8086,Thornbury,h,1272000,S,Jellis,2016-07-26,6.5,3071.0,Northern Metropolitan,8870.0,2016,7,3,2016-Q3
8087,Thornbury,h,972000,S,Jellis,2016-07-26,6.5,3071.0,Northern Metropolitan,8870.0,2016,7,3,2016-Q3
8088,Thornbury,h,928500,S,Barry,2016-07-26,6.5,3071.0,Northern Metropolitan,8870.0,2016,7,3,2016-Q3
8089,Thornbury,u,432500,S,Barry,2016-06-27,6.5,3071.0,Northern Metropolitan,8870.0,2016,6,2,2016-Q2
8090,Thornbury,u,330000,PI,Barry,2016-06-27,6.5,3071.0,Northern Metropolitan,8870.0,2016,6,2,2016-Q2
8091,Thornbury,h,1200000,VB,Nelson,2016-06-27,6.5,3071.0,Northern Metropolitan,8870.0,2016,6,2,2016-Q2
8092,Thornbury,u,510000,SP,hockingstuart,2016-06-27,6.5,3071.0,Northern Metropolitan,8870.0,2016,6,2,2016-Q2
8093,Thornbury,h,1370000,S,Jellis,2016-11-27,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8094,Thornbury,h,1470000,SP,McGrath,2016-11-27,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8095,Thornbury,u,303500,SP,Woodards,2016-11-27,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8096,Thornbury,h,1160000,SP,McGrath,2016-11-27,6.5,3071.0,Northern Metropolitan,8870.0,2016,11,4,2016-Q4
8097,Thornbury,u,601000,S,Barry,2016-05-28,6.5,3071.0,Northern Metropolitan,8870.0,2016,5,2,2016-Q2
8098,Thornbury,h,1430000,S,Nelson,2016-08-28,6.5,3071.0,Northern Metropolitan,8870.0,2016,8,3,2016-Q3
8099,Thornbury,h,1380000,SP,Jellis,2016-08-28,6.5,3071.0,Northern Metropolitan,8870.0,2016,8,3,2016-Q3
8100,Thornbury,h,1200000,PI,Jellis,2016-07-30,6.5,3071.0,Northern Metropolitan,8870.0,2016,7,3,2016-Q3
8101,Toorak,h,4300000,VB,Kay,2016-12-03,4.6,3142.0,Southern Metropolitan,7217.0,2016,12,4,2016-Q4
8102,Toorak,h,1435000,S,RT,2016-12-03,4.6,3142.0,Southern Metropolitan,7217.0,2016,12,4,2016-Q4
8103,Toorak,h,5500000,VB,Marshall,2016-12-03,4.6,3142.0,Southern Metropolitan,7217.0,2016,12,4,2016-Q4
8104,Toorak,u,546000,S,LITTLE,2016-12-03,4.6,3142.0,Southern Metropolitan,7217.0,2016,12,4,2016-Q4
8105,Toorak,h,1635000,S,Marshall,2016-12-03,4.6,3142.0,Southern Metropolitan,7217.0,2016,12,4,2016-Q4
8106,Toorak,u,876000,S,Jellis,2017-03-04,4.6,3142.0,Southern Metropolitan,7217.0,2017,3,1,2017-Q1
8107,Toorak,u,620000,S,hockingstuart,2017-03-04,4.6,3142.0,Southern Metropolitan,7217.0,2017,3,1,2017-Q1
8108,Toorak,h,5500000,S,Marshall,2017-03-04,4.6,3142.0,Southern Metropolitan,7217.0,2017,3,1,2017-Q1
8109,Toorak,h,1300000,VB,David,2017-03-04,4.6,3142.0,Southern Metropolitan,7217.0,2017,3,1,2017-Q1
8110,Toorak,h,1689000,S,Kay,2017-03-04,4.6,3142.0,Southern Metropolitan,7217.0,2017,3,1,2017-Q1
8111,Toorak,u,517500,S,hockingstuart,2017-03-04,4.6,3142.0,Southern Metropolitan,7217.0,2017,3,1,2017-Q1
8112,Toorak,u,1100000,VB,Rodney,2017-03-04,4.6,3142.0,Southern Metropolitan,7217.0,2017,3,1,2017-Q1
8113,Toorak,u,750000,PI,Williams,2017-03-04,4.6,3142.0,Southern Metropolitan,7217.0,2017,3,1,2017-Q1
8114,Toorak,u,1101000,SP,hockingstuart,2016-06-04,4.6,3142.0,Southern Metropolitan,7217.0,2016,6,2,2016-Q2
8115,Toorak,u,430000,PI,Dixon,2016-06-04,4.6,3142.0,Southern Metropolitan,7217.0,2016,6,2,2016-Q2
8116,Toorak,u,701500,S,Kay,2016-06-04,4.6,3142.0,Southern Metropolitan,7217.0,2016,6,2,2016-Q2
8117,Toorak,u,925000,S,RT,2016-08-06,4.6,3142.0,Southern Metropolitan,7217.0,2016,8,3,2016-Q3
8118,Toorak,u,450000,PI,Rodney,2016-08-06,4.6,3142.0,Southern Metropolitan,7217.0,2016,8,3,2016-Q3
8119,Toorak,u,750000,S,Rodney,2016-08-06,4.6,3142.0,Southern Metropolitan,7217.0,2016,8,3,2016-Q3
8120,Toorak,u,349000,PI,Williams,2016-05-07,4.6,3142.0,Southern Metropolitan,7217.0,2016,5,2,2016-Q2
8121,Toorak,u,838000,S,hockingstuart,2016-11-07,4.6,3142.0,Southern Metropolitan,7217.0,2016,11,4,2016-Q4
8122,Toorak,u,380000,PI,Rodney,2016-11-07,4.6,3142.0,Southern Metropolitan,7217.0,2016,11,4,2016-Q4
8123,Toorak,t,1800000,S,RT,2016-11-07,4.6,3142.0,Southern Metropolitan,7217.0,2016,11,4,2016-Q4
8124,Toorak,u,462800,SP,hockingstuart,2016-10-08,4.6,3142.0,Southern Metropolitan,7217.0,2016,10,4,2016-Q4
8125,Toorak,u,1450000,PI,Williams,2016-10-08,4.6,3142.0,Southern Metropolitan,7217.0,2016,10,4,2016-Q4
8126,Toorak,h,4000000,VB,Jellis,2016-09-10,4.6,3142.0,Southern Metropolitan,7217.0,2016,9,3,2016-Q3
8127,Toorak,u,1635000,S,Sotheby's,2016-09-10,4.6,3142.0,Southern Metropolitan,7217.0,2016,9,3,2016-Q3
8128,Toorak,u,1560000,SP,Castran,2016-09-10,4.6,3142.0,Southern Metropolitan,7217.0,2016,9,3,2016-Q3
8129,Toorak,t,2400000,S,Castran,2016-09-10,4.6,3142.0,Southern Metropolitan,7217.0,2016,9,3,2016-Q3
8130,Toorak,u,345000,S,Woodards,2016-09-10,4.6,3142.0,Southern Metropolitan,7217.0,2016,9,3,2016-Q3
8131,Toorak,u,775000,S,hockingstuart,2016-09-10,4.6,3142.0,Southern Metropolitan,7217.0,2016,9,3,2016-Q3
8132,Toorak,t,2650000,VB,Jellis,2016-09-10,4.6,3142.0,Southern Metropolitan,7217.0,2016,9,3,2016-Q3
8133,Toorak,u,1330000,S,Marshall,2016-12-10,4.6,3142.0,Southern Metropolitan,7217.0,2016,12,4,2016-Q4
8134,Toorak,h,2820000,PI,Kay,2016-12-10,4.6,3142.0,Southern Metropolitan,7217.0,2016,12,4,2016-Q4
